0	ASTEROID STORM	Sinclair%20ZX81%20%5BTOSEC%5D%2FSinclair%20ZX81%20-%20Games%20-%20%5BP%5D%20%28TOSEC-v2011-09-24_CM%29%2FAsteroid%20Storm%20%2819xx%29%28-%29.zip
0	ASTEROIDS	Sinclair%20ZX81%20%5BTOSEC%5D%2FSinclair%20ZX81%20-%20Games%20-%20%5BP%5D%20%28TOSEC-v2011-09-24_CM%29%2FAsteroids%20%2819xx%29%28-%29.zip
0	ASTEROIDS	Sinclair%20ZX81%20%5BTOSEC%5D%2FSinclair%20ZX81%20-%20Games%20-%20%5BP%5D%20%28TOSEC-v2011-09-24_CM%29%2FAsteroids%20%2819xx%29%28-%29%5Ba2%5D.zip
0	ASTEROIDS	Sinclair%20ZX81%20%5BTOSEC%5D%2FSinclair%20ZX81%20-%20Games%20-%20%5BP%5D%20%28TOSEC-v2011-09-24_CM%29%2FAsteroids%20%2819xx%29%28-%29%5Ba3%5D.zip
0	ASTEROIDS	Sinclair%20ZX81%20%5BTOSEC%5D%2FSinclair%20ZX81%20-%20Games%20-%20%5BP%5D%20%28TOSEC-v2011-09-24_CM%29%2FAsteroids%20%2819xx%29%28-%29%5Ba4%5D.zip
0	ASTEROIDS	Sinclair%20ZX81%20%5BTOSEC%5D%2FSinclair%20ZX81%20-%20Games%20-%20%5BP%5D%20%28TOSEC-v2011-09-24_CM%29%2FAsteroids%20%2819xx%29%28-%29%5Ba%5D.zip
0	ASTEROIDS	Sinclair%20ZX81%20%5BTOSEC%5D%2FSinclair%20ZX81%20-%20Games%20-%20%5BP%5D%20%28TOSEC-v2011-09-24_CM%29%2FAsteroids%20%281984%29%28Mike%20Pike%29.zip
0	ASTEROIDS	Sinclair%20ZX81%20%5BTOSEC%5D%2FSinclair%20ZX81%20-%20Games%20-%20%5BP%5D%20%28TOSEC-v2011-09-24_CM%29%2FAsteroids%20%281984%29%28Mike%20Pike%29%5Ba2%5D.zip
0	ASTEROIDS	Sinclair%20ZX81%20%5BTOSEC%5D%2FSinclair%20ZX81%20-%20Games%20-%20%5BP%5D%20%28TOSEC-v2011-09-24_CM%29%2FAsteroids%20%281984%29%28Mike%20Pike%29%5Ba%5D.zip
0	ASTRAL CONVOY	Sinclair%20ZX81%20%5BTOSEC%5D%2FSinclair%20ZX81%20-%20Games%20-%20%5BP%5D%20%28TOSEC-v2011-09-24_CM%29%2FAstral%20Convoy%20%281982%29%28Vortex%20Software%29.zip
